Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
28.02.2018 03:00;28.02.2018 04:00;75.429,00;17.588,50;4.137,00;13.451,50;0,00;57.840,50
28.02.2018 04:00;28.02.2018 05:00;75.797,00;17.450,75;4.068,50;13.382,25;0,00;58.346,25
28.02.2018 05:00;28.02.2018 06:00;78.159,00;17.696,00;4.099,00;13.597,00;0,00;60.463,00
28.02.2018 06:00;28.02.2018 07:00;85.153,00;18.074,50;4.154,75;13.915,25;4,50;67.078,50
28.02.2018 07:00;28.02.2018 08:00;92.953,00;19.317,75;4.048,50;14.196,25;1.073,00;73.635,25
28.02.2018 08:00;28.02.2018 09:00;100.198,00;23.904,75;4.026,25;14.454,00;5.424,50;76.293,25
28.02.2018 09:00;28.02.2018 10:00;102.742,00;29.543,50;4.031,50;14.671,50;10.840,50;73.198,50
28.02.2018 10:00;28.02.2018 11:00;105.244,00;34.470,75;4.058,50;15.156,50;15.255,75;70.773,25
28.02.2018 11:00;28.02.2018 12:00;107.319,00;37.735,00;4.032,25;15.753,25;17.949,50;69.584,00
28.02.2018 12:00;28.02.2018 13:00;108.146,00;39.199,00;4.036,50;16.271,00;18.891,50;68.947,00
28.02.2018 13:00;28.02.2018 14:00;107.635,00;39.193,00;4.092,75;17.097,75;18.002,50;68.442,00
28.02.2018 14:00;28.02.2018 15:00;104.505,00;37.635,50;4.159,75;18.136,00;15.339,75;66.869,50
28.02.2018 15:00;28.02.2018 16:00;101.218,00;34.415,75;4.201,50;19.259,50;10.954,75;66.802,25
28.02.2018 16:00;28.02.2018 17:00;97.309,00;30.090,50;4.227,25;20.360,00;5.503,25;67.218,50
28.02.2018 17:00;28.02.2018 18:00;95.283,00;26.465,25;4.240,25;21.104,25;1.120,75;68.817,75
28.02.2018 18:00;28.02.2018 19:00;97.661,00;26.143,75;4.250,50;21.872,25;21,00;71.517,25
28.02.2018 19:00;28.02.2018 20:00;96.731,00;26.990,50;4.254,25;22.736,25;0,00;69.740,50
28.02.2018 20:00;28.02.2018 21:00;93.253,00;27.588,00;4.253,75;23.334,25;0,00;65.665,00
28.02.2018 21:00;28.02.2018 22:00;90.210,00;27.954,75;4.252,25;23.702,50;0,00;62.255,25
28.02.2018 22:00;28.02.2018 23:00;87.734,00;27.984,25;4.239,25;23.745,00;0,00;59.749,75
28.02.2018 23:00;01.03.2018 00:00;85.269,00;27.711,75;4.201,00;23.510,75;0,00;57.557,25
01.03.2018 00:00;01.03.2018 01:00;82.427,00;28.793,25;4.215,50;24.577,75;0,00;53.633,75
01.03.2018 01:00;01.03.2018 02:00;81.506,00;28.431,00;4.193,00;24.238,00;0,00;53.075,00
01.03.2018 02:00;01.03.2018 03:00;80.521,00;28.134,50;4.186,25;23.948,25;0,00;52.386,50
01.03.2018 03:00;01.03.2018 04:00;80.475,00;28.084,75;4.190,25;23.894,50;0,00;52.390,25
01.03.2018 04:00;01.03.2018 05:00;81.959,00;28.176,75;4.191,25;23.985,50;0,00;53.782,25
01.03.2018 05:00;01.03.2018 06:00;83.988,00;28.346,75;4.197,75;24.149,00;0,00;55.641,25
01.03.2018 06:00;01.03.2018 07:00;87.627,00;28.603,50;4.207,00;24.391,75;4,75;59.023,50
01.03.2018 07:00;01.03.2018 08:00;94.742,00;29.400,50;4.174,00;24.333,75;892,75;65.341,50
01.03.2018 08:00;01.03.2018 09:00;100.177,00;33.076,00;4.170,25;24.183,75;4.722,00;67.101,00
01.03.2018 09:00;01.03.2018 10:00;102.715,00;38.049,25;4.173,25;24.083,50;9.792,50;64.665,75
01.03.2018 10:00;01.03.2018 11:00;106.020,00;42.729,00;4.172,75;24.379,25;14.177,00;63.291,00
01.03.2018 11:00;01.03.2018 12:00;108.085,00;45.935,25;4.167,50;24.773,00;16.994,75;62.149,75
01.03.2018 12:00;01.03.2018 13:00;109.695,00;47.274,25;4.154,00;25.204,50;17.915,75;62.420,75
01.03.2018 13:00;01.03.2018 14:00;108.927,00;46.894,00;4.138,75;25.710,75;17.044,50;62.033,00
01.03.2018 14:00;01.03.2018 15:00;105.407,00;44.966,75;4.140,25;26.481,00;14.345,50;60.440,25
01.03.2018 15:00;01.03.2018 16:00;101.520,00;41.447,75;4.179,50;27.244,25;10.024,00;60.072,25
01.03.2018 16:00;01.03.2018 17:00;96.776,00;36.713,50;4.199,00;27.593,50;4.921,00;60.062,50
01.03.2018 17:00;01.03.2018 18:00;95.330,00;32.796,25;4.211,25;27.578,50;1.006,50;62.533,75
01.03.2018 18:00;01.03.2018 19:00;97.705,00;31.711,50;4.225,00;27.468,25;18,25;65.993,50
01.03.2018 19:00;01.03.2018 20:00;96.804,00;31.670,50;4.235,00;27.435,50;0,00;65.133,50
01.03.2018 20:00;01.03.2018 21:00;92.979,00;31.309,50;4.226,75;27.082,75;0,00;61.669,50
01.03.2018 21:00;01.03.2018 22:00;89.488,00;30.782,00;4.210,75;26.571,25;0,00;58.706,00
01.03.2018 22:00;01.03.2018 23:00;86.646,00;29.961,25;4.166,75;25.794,50;0,00;56.684,75
01.03.2018 23:00;02.03.2018 00:00;84.480,00;28.773,25;4.121,00;24.652,25;0,00;55.706,75
02.03.2018 00:00;02.03.2018 01:00;78.258,00;27.197,75;3.671,25;23.526,50;0,00;51.060,25
02.03.2018 01:00;02.03.2018 02:00;76.986,00;26.480,25;3.584,00;22.896,25;0,00;50.505,75
02.03.2018 02:00;02.03.2018 03:00;76.244,00;25.986,25;3.539,50;22.446,75;0,00;50.257,75
02.03.2018 03:00;02.03.2018 04:00;75.806,00;25.654,75;3.514,50;22.140,25;0,00;50.151,25
02.03.2018 04:00;02.03.2018 05:00;76.497,00;25.373,50;3.509,75;21.863,75;0,00;51.123,50
02.03.2018 05:00;02.03.2018 06:00;78.793,00;25.041,00;3.579,75;21.461,25;0,00;53.752,00
02.03.2018 06:00;02.03.2018 07:00;85.185,00;24.579,50;3.650,00;20.923,00;6,50;60.605,50
02.03.2018 07:00;02.03.2018 08:00;91.480,00;25.090,50;4.074,75;19.902,75;1.113,00;66.389,50
02.03.2018 08:00;02.03.2018 09:00;97.238,00;28.012,00;4.068,25;18.657,75;5.286,00;69.226,00
02.03.2018 09:00;02.03.2018 10:00;99.747,00;32.763,00;4.064,25;18.001,50;10.697,25;66.984,00
02.03.2018 10:00;02.03.2018 11:00;102.624,00;37.188,75;4.014,75;17.840,00;15.334,00;65.435,25
02.03.2018 11:00;02.03.2018 12:00;103.834,00;39.596,75;3.971,75;17.527,25;18.097,75;64.237,25
02.03.2018 12:00;02.03.2018 13:00;103.022,00;39.830,50;3.976,75;17.140,75;18.713,00;63.191,50
02.03.2018 13:00;02.03.2018 14:00;100.831,00;38.271,25;3.978,75;16.862,00;17.430,50;62.559,75
02.03.2018 14:00;02.03.2018 15:00;97.041,00;35.186,25;4.022,50;16.783,00;14.380,75;61.854,75
02.03.2018 15:00;02.03.2018 16:00;92.497,00;30.473,75;4.100,50;16.551,50;9.821,75;62.023,25
02.03.2018 16:00;02.03.2018 17:00;87.308,00;25.029,75;4.145,50;16.154,25;4.730,00;62.278,25
02.03.2018 17:00;02.03.2018 18:00;88.222,00;20.534,75;4.165,50;15.430,50;938,75;67.687,25
02.03.2018 18:00;02.03.2018 19:00;89.751,00;18.625,25;4.166,75;14.438,00;20,50;71.125,75
02.03.2018 19:00;02.03.2018 20:00;87.944,00;18.481,50;4.160,25;14.321,25;0,00;69.462,50
02.03.2018 20:00;02.03.2018 21:00;84.762,00;18.300,75;4.131,25;14.169,50;0,00;66.461,25
02.03.2018 21:00;02.03.2018 22:00;78.996,00;17.714,75;4.101,75;13.613,00;0,00;61.281,25
02.03.2018 22:00;02.03.2018 23:00;76.263,00;16.976,50;4.040,25;12.936,25;0,00;59.286,50
02.03.2018 23:00;03.03.2018 00:00;73.259,00;16.175,00;3.926,00;12.249,00;0,00;57.084,00
03.03.2018 00:00;03.03.2018 01:00;72.935,00;17.382,75;3.615,25;13.767,50;0,00;55.552,25
03.03.2018 01:00;03.03.2018 02:00;71.303,00;16.758,00;3.529,50;13.228,50;0,00;54.545,00
03.03.2018 02:00;03.03.2018 03:00;70.269,00;16.390,00;3.490,00;12.900,00;0,00;53.879,00
03.03.2018 03:00;03.03.2018 04:00;69.481,00;16.442,50;3.473,75;12.968,75;0,00;53.038,50
03.03.2018 04:00;03.03.2018 05:00;70.081,00;16.925,75;3.478,75;13.447,00;0,00;53.155,25
03.03.2018 05:00;03.03.2018 06:00;70.963,00;17.767,50;3.483,25;14.284,25;0,00;53.195,50
03.03.2018 06:00;03.03.2018 07:00;71.962,00;18.613,25;3.478,25;15.127,50;7,50;53.348,75
03.03.2018 07:00;03.03.2018 08:00;74.949,00;19.828,75;3.880,00;15.089,50;859,25;55.120,25
03.03.2018 08:00;03.03.2018 09:00;79.768,00;22.047,25;3.908,00;14.379,25;3.760,00;57.720,75
03.03.2018 09:00;03.03.2018 10:00;84.187,00;25.524,50;3.917,25;13.902,25;7.705,00;58.662,50
03.03.2018 10:00;03.03.2018 11:00;86.694,00;29.036,75;3.924,50;13.684,25;11.428,00;57.657,25
03.03.2018 11:00;03.03.2018 12:00;89.692,00;31.496,00;3.919,00;13.642,50;13.934,50;58.196,00
03.03.2018 12:00;03.03.2018 13:00;91.490,00;32.434,75;3.914,00;13.775,50;14.745,25;59.055,25
03.03.2018 13:00;03.03.2018 14:00;90.098,00;31.681,25;3.929,25;13.811,75;13.940,25;58.416,75
03.03.2018 14:00;03.03.2018 15:00;86.558,00;29.330,75;3.977,25;13.838,00;11.515,50;57.227,25
03.03.2018 15:00;03.03.2018 16:00;82.139,00;25.826,25;4.027,50;13.980,75;7.818,00;56.312,75
03.03.2018 16:00;03.03.2018 17:00;78.973,00;22.151,75;4.059,00;14.373,25;3.719,50;56.821,25
03.03.2018 17:00;03.03.2018 18:00;80.617,00;19.862,25;4.069,50;15.063,75;729,00;60.754,75
03.03.2018 18:00;03.03.2018 19:00;82.477,00;20.143,25;4.084,75;16.041,75;16,75;62.333,75
03.03.2018 19:00;03.03.2018 20:00;82.067,00;20.737,25;4.080,75;16.656,50;0,00;61.329,75
03.03.2018 20:00;03.03.2018 21:00;80.512,00;20.637,00;4.064,50;16.572,50;0,00;59.875,00
03.03.2018 21:00;03.03.2018 22:00;76.904,00;20.403,75;4.040,50;16.363,25;0,00;56.500,25
03.03.2018 22:00;03.03.2018 23:00;75.391,00;20.028,25;4.006,25;16.022,00;0,00;55.362,75
03.03.2018 23:00;04.03.2018 00:00;72.909,00;19.575,75;3.981,00;15.594,75;0,00;53.333,25
04.03.2018 00:00;04.03.2018 01:00;65.478,00;17.572,25;3.795,00;13.777,25;0,00;47.905,75
04.03.2018 01:00;04.03.2018 02:00;63.984,00;17.047,00;3.771,25;13.275,75;0,00;46.937,00
04.03.2018 02:00;04.03.2018 03:00;62.603,00;16.364,00;3.743,25;12.620,75;0,00;46.239,00
04.03.2018 03:00;04.03.2018 04:00;61.854,00;16.014,25;3.705,75;12.308,50;0,00;45.839,75
04.03.2018 04:00;04.03.2018 05:00;61.773,00;15.784,00;3.662,00;12.122,00;0,00;45.989,00
04.03.2018 05:00;04.03.2018 06:00;61.527,00;15.569,75;3.610,50;11.959,25;0,00;45.957,25
04.03.2018 06:00;04.03.2018 07:00;61.476,00;15.391,25;3.543,75;11.840,50;7,00;46.084,75
04.03.2018 07:00;04.03.2018 08:00;62.995,00;15.645,50;3.526,75;11.428,25;690,50;47.349,50
04.03.2018 08:00;04.03.2018 09:00;66.523,00;16.978,50;3.500,50;10.390,00;3.088,00;49.544,50
04.03.2018 09:00;04.03.2018 10:00;71.061,00;19.154,75;3.491,25;8.997,00;6.666,50;51.906,25
04.03.2018 10:00;04.03.2018 11:00;75.611,00;22.344,00;3.449,50;8.396,00;10.498,50;53.267,00
04.03.2018 11:00;04.03.2018 12:00;79.391,00;24.765,75;3.375,00;8.025,25;13.365,50;54.625,25
04.03.2018 12:00;04.03.2018 13:00;81.012,00;25.763,25;3.277,25;7.872,50;14.613,50;55.248,75
04.03.2018 13:00;04.03.2018 14:00;78.511,00;25.421,00;3.196,00;7.876,50;14.348,50;53.090,00
04.03.2018 14:00;04.03.2018 15:00;74.814,00;23.771,00;3.182,75;8.257,75;12.330,50;51.043,00
04.03.2018 15:00;04.03.2018 16:00;70.951,00;20.793,75;3.251,25;8.849,75;8.692,75;50.157,25
04.03.2018 16:00;04.03.2018 17:00;68.420,00;17.869,75;3.367,75;10.166,00;4.336,00;50.550,25
04.03.2018 17:00;04.03.2018 18:00;69.033,00;17.286,00;3.520,75;12.857,00;908,25;51.747,00
04.03.2018 18:00;04.03.2018 19:00;75.225,00;19.786,75;3.650,50;16.114,50;21,75;55.438,25
04.03.2018 19:00;04.03.2018 20:00;76.633,00;22.126,25;3.736,00;18.390,25;0,00;54.506,75
04.03.2018 20:00;04.03.2018 21:00;74.963,00;22.862,50;3.767,25;19.095,25;0,00;52.100,50
04.03.2018 21:00;04.03.2018 22:00;73.725,00;23.062,25;3.781,25;19.281,00;0,00;50.662,75
04.03.2018 22:00;04.03.2018 23:00;72.650,00;23.043,25;3.801,25;19.242,00;0,00;49.606,75
04.03.2018 23:00;05.03.2018 00:00;70.188,00;23.008,00;3.816,50;19.191,50;0,00;47.180,00
05.03.2018 00:00;05.03.2018 01:00;69.315,00;23.068,75;3.995,00;19.073,75;0,00;46.246,25
05.03.2018 01:00;05.03.2018 02:00;67.517,00;22.593,00;3.971,25;18.621,75;0,00;44.924,00
05.03.2018 02:00;05.03.2018 03:00;66.236,00;21.849,50;3.941,25;17.908,25;0,00;44.386,50
05.03.2018 03:00;05.03.2018 04:00;65.568,00;20.958,00;3.856,25;17.101,75;0,00;44.610,00
05.03.2018 04:00;05.03.2018 05:00;66.369,00;19.629,00;3.555,25;16.073,75;0,00;46.740,00
05.03.2018 05:00;05.03.2018 06:00;69.885,00;18.038,50;3.219,25;14.819,25;0,00;51.846,50
05.03.2018 06:00;05.03.2018 07:00;78.605,00;17.171,75;3.148,25;14.016,25;7,25;61.433,25
05.03.2018 07:00;05.03.2018 08:00;85.637,00;16.843,75;3.178,50;13.203,50;461,75;68.793,25
05.03.2018 08:00;05.03.2018 09:00;89.538,00;17.328,00;3.192,25;11.861,75;2.274,00;72.210,00
05.03.2018 09:00;05.03.2018 10:00;92.195,00;18.850,50;3.257,50;10.318,50;5.274,50;73.344,50
05.03.2018 10:00;05.03.2018 11:00;93.904,00;20.800,25;3.212,50;8.907,00;8.680,75;73.103,75
05.03.2018 11:00;05.03.2018 12:00;95.086,00;22.101,50;3.064,25;7.718,75;11.318,50;72.984,50
05.03.2018 12:00;05.03.2018 13:00;95.546,00;22.847,00;2.948,25;6.886,50;13.012,25;72.699,00
05.03.2018 13:00;05.03.2018 14:00;93.720,00;22.188,25;2.784,75;5.972,25;13.431,25;71.531,75
05.03.2018 14:00;05.03.2018 15:00;90.520,00;19.251,75;2.535,50;4.995,50;11.720,75;71.268,25
05.03.2018 15:00;05.03.2018 16:00;84.926,00;14.850,75;2.231,00;4.166,25;8.453,50;70.075,25
05.03.2018 16:00;05.03.2018 17:00;79.587,00;10.142,25;1.842,25;3.912,50;4.387,50;69.444,75
05.03.2018 17:00;05.03.2018 18:00;78.869,00;7.062,50;1.392,00;4.683,50;987,00;71.806,50
05.03.2018 18:00;05.03.2018 19:00;81.683,00;7.000,00;1.024,00;5.950,50;25,50;74.683,00
05.03.2018 19:00;05.03.2018 20:00;82.966,00;8.002,25;805,75;7.196,50;0,00;74.963,75
05.03.2018 20:00;05.03.2018 21:00;80.136,00;8.588,25;732,25;7.856,00;0,00;71.547,75
05.03.2018 21:00;05.03.2018 22:00;77.067,00;9.031,00;742,00;8.289,00;0,00;68.036,00
05.03.2018 22:00;05.03.2018 23:00;73.960,00;9.160,50;799,00;8.361,50;0,00;64.799,50
05.03.2018 23:00;06.03.2018 00:00;69.575,00;8.909,75;861,00;8.048,75;0,00;60.665,25
06.03.2018 00:00;06.03.2018 01:00;68.108,00;9.138,25;573,50;8.564,75;0,00;58.969,75
06.03.2018 01:00;06.03.2018 02:00;66.898,00;8.976,50;629,00;8.347,50;0,00;57.921,50
06.03.2018 02:00;06.03.2018 03:00;66.216,00;8.584,00;714,25;7.869,75;0,00;57.632,00
06.03.2018 03:00;06.03.2018 04:00;66.001,00;8.380,50;785,00;7.595,50;0,00;57.620,50
06.03.2018 04:00;06.03.2018 05:00;66.514,00;8.392,25;898,00;7.494,25;0,00;58.121,75
06.03.2018 05:00;06.03.2018 06:00;68.930,00;8.712,50;1.141,25;7.571,25;0,00;60.217,50
06.03.2018 06:00;06.03.2018 07:00;76.472,00;9.034,25;1.436,50;7.589,75;8,00;67.437,75
06.03.2018 07:00;06.03.2018 08:00;82.901,00;9.340,25;1.743,00;7.017,75;579,50;73.560,75
06.03.2018 08:00;06.03.2018 09:00;88.548,00;10.787,75;2.013,50;5.913,00;2.861,25;77.760,25
06.03.2018 09:00;06.03.2018 10:00;90.969,00;12.750,25;1.845,50;4.889,50;6.015,25;78.218,75
06.03.2018 10:00;06.03.2018 11:00;91.253,00;14.863,00;1.920,25;4.037,00;8.905,75;76.390,00
06.03.2018 11:00;06.03.2018 12:00;92.947,00;16.186,00;1.899,25;3.741,75;10.545,00;76.761,00
06.03.2018 12:00;06.03.2018 13:00;93.018,00;16.375,75;1.848,50;3.799,75;10.727,50;76.642,25
06.03.2018 13:00;06.03.2018 14:00;91.056,00;15.635,75;2.264,75;3.606,50;9.764,50;75.420,25
06.03.2018 14:00;06.03.2018 15:00;87.850,00;14.058,00;2.370,50;3.817,25;7.870,25;73.792,00
06.03.2018 15:00;06.03.2018 16:00;83.988,00;11.970,00;2.509,00;4.090,00;5.371,00;72.018,00
06.03.2018 16:00;06.03.2018 17:00;81.473,00;9.893,25;2.669,25;4.489,75;2.734,25;71.579,75
06.03.2018 17:00;06.03.2018 18:00;80.404,00;8.691,25;2.833,75;5.220,00;637,50;71.712,75
06.03.2018 18:00;06.03.2018 19:00;83.477,00;9.081,00;2.932,25;6.125,75;23,00;74.396,00
06.03.2018 19:00;06.03.2018 20:00;84.998,00;9.407,00;2.898,75;6.508,25;0,00;75.591,00
06.03.2018 20:00;06.03.2018 21:00;80.694,00;8.936,50;2.737,25;6.199,25;0,00;71.757,50
06.03.2018 21:00;06.03.2018 22:00;76.756,00;8.275,00;2.455,75;5.819,25;0,00;68.481,00
06.03.2018 22:00;06.03.2018 23:00;72.280,00;7.613,00;2.118,00;5.495,00;0,00;64.667,00
06.03.2018 23:00;07.03.2018 00:00;68.520,00;6.856,75;1.782,75;5.074,00;0,00;61.663,25
07.03.2018 00:00;07.03.2018 01:00;65.549,00;5.311,00;1.012,75;4.298,25;0,00;60.238,00
07.03.2018 01:00;07.03.2018 02:00;64.230,00;4.689,00;819,75;3.869,25;0,00;59.541,00
07.03.2018 02:00;07.03.2018 03:00;63.478,00;4.368,00;703,00;3.665,00;0,00;59.110,00
07.03.2018 03:00;07.03.2018 04:00;63.259,00;4.175,00;626,75;3.548,25;0,00;59.084,00
07.03.2018 04:00;07.03.2018 05:00;63.456,00;4.066,75;586,50;3.480,25;0,00;59.389,25
07.03.2018 05:00;07.03.2018 06:00;65.228,00;4.025,75;591,75;3.434,00;0,00;61.202,25
07.03.2018 06:00;07.03.2018 07:00;72.173,00;4.019,50;625,75;3.383,00;10,75;68.153,50
07.03.2018 07:00;07.03.2018 08:00;78.161,00;4.471,50;657,00;3.303,00;511,50;73.689,50
07.03.2018 08:00;07.03.2018 09:00;82.602,00;5.987,50;668,00;3.199,00;2.120,50;76.614,50
07.03.2018 09:00;07.03.2018 10:00;86.108,00;8.085,50;665,75;3.195,75;4.224,00;78.022,50
07.03.2018 10:00;07.03.2018 11:00;87.841,00;10.444,50;645,25;3.488,75;6.310,50;77.396,50
07.03.2018 11:00;07.03.2018 12:00;88.634,00;12.529,00;613,25;4.115,50;7.800,25;76.105,00
07.03.2018 12:00;07.03.2018 13:00;89.586,00;13.791,50;571,25;4.801,25;8.419,00;75.794,50
07.03.2018 13:00;07.03.2018 14:00;89.592,00;14.098,75;527,75;5.333,25;8.237,75;75.493,25
07.03.2018 14:00;07.03.2018 15:00;86.843,00;13.244,75;501,50;5.538,75;7.204,50;73.598,25
07.03.2018 15:00;07.03.2018 16:00;84.047,00;11.320,75;488,25;5.517,25;5.315,25;72.726,25
07.03.2018 16:00;07.03.2018 17:00;80.988,00;8.854,25;479,25;5.426,75;2.948,25;72.133,75
07.03.2018 17:00;07.03.2018 18:00;79.937,00;6.870,00;486,00;5.613,00;771,00;73.067,00
07.03.2018 18:00;07.03.2018 19:00;83.096,00;6.651,75;512,75;6.110,50;28,50;76.444,25
07.03.2018 19:00;07.03.2018 20:00;85.361,00;7.386,25;558,75;6.827,50;0,00;77.974,75
07.03.2018 20:00;07.03.2018 21:00;81.642,00;8.382,00;621,00;7.761,00;0,00;73.260,00
07.03.2018 21:00;07.03.2018 22:00;78.303,00;9.451,00;682,00;8.769,00;0,00;68.852,00
07.03.2018 22:00;07.03.2018 23:00;74.799,00;10.473,25;719,50;9.753,75;0,00;64.325,75
07.03.2018 23:00;08.03.2018 00:00;72.766,00;11.487,00;711,75;10.775,25;0,00;61.279,00
08.03.2018 00:00;08.03.2018 01:00;70.575,00;13.169,25;364,25;12.805,00;0,00;57.405,75
08.03.2018 01:00;08.03.2018 02:00;69.743,00;14.290,75;415,00;13.875,75;0,00;55.452,25
08.03.2018 02:00;08.03.2018 03:00;69.756,00;14.922,50;528,75;14.393,75;0,00;54.833,50
08.03.2018 03:00;08.03.2018 04:00;69.309,00;15.532,00;682,75;14.849,25;0,00;53.777,00
08.03.2018 04:00;08.03.2018 05:00;69.950,00;16.017,75;843,00;15.174,75;0,00;53.932,25
08.03.2018 05:00;08.03.2018 06:00;72.692,00;16.530,75;1.030,25;15.500,50;0,00;56.161,25
08.03.2018 06:00;08.03.2018 07:00;78.235,00;17.228,00;1.251,00;15.955,00;22,00;61.007,00
08.03.2018 07:00;08.03.2018 08:00;87.427,00;18.991,50;1.471,50;16.512,00;1.008,00;68.435,50
08.03.2018 08:00;08.03.2018 09:00;93.933,00;22.922,25;1.690,25;17.272,00;3.960,00;71.010,75
08.03.2018 09:00;08.03.2018 10:00;95.875,00;27.926,00;1.940,00;18.417,25;7.568,75;67.949,00
08.03.2018 10:00;08.03.2018 11:00;99.441,00;32.807,00;2.140,75;19.807,50;10.858,75;66.634,00
08.03.2018 11:00;08.03.2018 12:00;101.706,00;35.850,75;2.230,50;20.646,50;12.973,75;65.855,25
08.03.2018 12:00;08.03.2018 13:00;101.976,00;36.854,75;2.357,75;20.920,00;13.577,00;65.121,25
08.03.2018 13:00;08.03.2018 14:00;100.920,00;35.852,50;2.528,75;20.498,00;12.825,75;65.067,50
08.03.2018 14:00;08.03.2018 15:00;97.056,00;33.132,50;2.723,50;19.489,00;10.920,00;63.923,50
08.03.2018 15:00;08.03.2018 16:00;93.261,00;29.052,25;2.841,25;18.441,00;7.770,00;64.208,75
08.03.2018 16:00;08.03.2018 17:00;88.704,00;24.655,00;2.792,50;17.769,75;4.092,75;64.049,00
08.03.2018 17:00;08.03.2018 18:00;87.909,00;21.998,50;2.726,50;18.240,75;1.031,25;65.910,50
08.03.2018 18:00;08.03.2018 19:00;91.885,00;22.624,75;2.745,50;19.845,00;34,25;69.260,25
08.03.2018 19:00;08.03.2018 20:00;91.431,00;24.407,50;2.878,25;21.529,25;0,00;67.023,50
08.03.2018 20:00;08.03.2018 21:00;87.178,00;25.854,50;3.030,50;22.824,00;0,00;61.323,50
08.03.2018 21:00;08.03.2018 22:00;85.665,00;27.016,75;3.090,75;23.926,00;0,00;58.648,25
08.03.2018 22:00;08.03.2018 23:00;83.533,00;27.522,25;3.117,25;24.405,00;0,00;56.010,75
08.03.2018 23:00;09.03.2018 00:00;79.923,00;27.347,75;3.093,75;24.254,00;0,00;52.575,25
09.03.2018 00:00;09.03.2018 01:00;73.972,00;27.976,50;2.449,75;25.526,75;0,00;45.995,50
09.03.2018 01:00;09.03.2018 02:00;71.564,00;27.649,50;2.726,50;24.923,00;0,00;43.914,50
09.03.2018 02:00;09.03.2018 03:00;70.575,00;27.139,00;2.953,75;24.185,25;0,00;43.436,00
09.03.2018 03:00;09.03.2018 04:00;70.321,00;26.834,00;3.209,75;23.624,25;0,00;43.487,00
09.03.2018 04:00;09.03.2018 05:00;73.199,00;26.426,00;3.406,50;23.019,50;0,00;46.773,00
09.03.2018 05:00;09.03.2018 06:00;76.299,00;25.819,00;3.419,00;22.400,00;0,00;50.480,00
09.03.2018 06:00;09.03.2018 07:00;81.993,00;25.347,75;3.326,75;21.972,75;48,25;56.645,25
09.03.2018 07:00;09.03.2018 08:00;87.369,00;25.636,50;3.165,75;21.290,25;1.180,50;61.732,50
09.03.2018 08:00;09.03.2018 09:00;93.138,00;27.304,00;2.888,25;20.252,50;4.163,25;65.834,00
09.03.2018 09:00;09.03.2018 10:00;94.838,00;29.353,75;2.576,50;19.364,50;7.412,75;65.484,25
09.03.2018 10:00;09.03.2018 11:00;96.770,00;31.147,25;2.250,00;18.919,75;9.977,50;65.622,75
09.03.2018 11:00;09.03.2018 12:00;97.390,00;31.818,00;1.915,75;18.435,00;11.467,25;65.572,00
09.03.2018 12:00;09.03.2018 13:00;95.982,00;30.749,25;1.637,75;17.533,75;11.577,75;65.232,75
09.03.2018 13:00;09.03.2018 14:00;91.922,00;27.889,00;1.413,00;15.957,25;10.518,75;64.033,00
09.03.2018 14:00;09.03.2018 15:00;85.674,00;22.996,00;1.206,00;13.278,50;8.511,50;62.678,00
09.03.2018 15:00;09.03.2018 16:00;79.895,00;16.997,00;1.019,00;10.147,25;5.830,75;62.898,00
09.03.2018 16:00;09.03.2018 17:00;74.605,00;11.388,50;848,25;7.558,00;2.982,25;63.216,50
09.03.2018 17:00;09.03.2018 18:00;73.451,00;7.081,25;672,50;5.686,25;722,50;66.369,75
09.03.2018 18:00;09.03.2018 19:00;75.119,00;5.432,75;519,75;4.878,25;34,75;69.686,25
09.03.2018 19:00;09.03.2018 20:00;75.336,00;5.055,50;390,75;4.664,75;0,00;70.280,50
09.03.2018 20:00;09.03.2018 21:00;72.527,00;5.028,00;343,50;4.684,50;0,00;67.499,00
09.03.2018 21:00;09.03.2018 22:00;67.928,00;5.111,25;371,00;4.740,25;0,00;62.816,75
09.03.2018 22:00;09.03.2018 23:00;64.299,00;5.627,25;467,75;5.159,50;0,00;58.671,75
09.03.2018 23:00;10.03.2018 00:00;63.208,00;6.381,00;679,75;5.701,25;0,00;56.827,00
10.03.2018 00:00;10.03.2018 01:00;58.373,00;7.993,50;1.026,75;6.966,75;0,00;50.379,50
10.03.2018 01:00;10.03.2018 02:00;56.259,00;9.108,00;1.450,25;7.657,75;0,00;47.151,00
10.03.2018 02:00;10.03.2018 03:00;56.321,00;10.247,75;1.828,25;8.419,50;0,00;46.073,25
10.03.2018 03:00;10.03.2018 04:00;56.537,00;11.313,75;2.106,00;9.207,75;0,00;45.223,25
10.03.2018 04:00;10.03.2018 05:00;57.744,00;12.485,00;2.383,50;10.101,50;0,00;45.259,00
10.03.2018 05:00;10.03.2018 06:00;58.920,00;13.739,00;2.712,25;11.026,75;0,00;45.181,00
10.03.2018 06:00;10.03.2018 07:00;61.607,00;14.822,25;3.031,75;11.751,75;38,75;46.784,75
10.03.2018 07:00;10.03.2018 08:00;64.682,00;16.018,75;3.281,50;12.100,25;637,00;48.663,25
