Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
14.01.2015 06:00;14.01.2015 07:00;81.697,00;18.520,50;613,25;17.907,25;0,00;63.176,50
14.01.2015 07:00;14.01.2015 08:00;89.254,00;19.061,75;624,00;18.436,75;1,00;70.192,25
14.01.2015 08:00;14.01.2015 09:00;91.520,00;19.489,00;626,00;18.662,25;200,75;72.031,00
14.01.2015 09:00;14.01.2015 10:00;93.027,00;20.867,75;625,75;18.959,25;1.282,75;72.159,25
14.01.2015 10:00;14.01.2015 11:00;94.881,00;22.778,00;619,75;19.244,75;2.913,50;72.103,00
14.01.2015 11:00;14.01.2015 12:00;96.807,00;23.855,25;609,25;19.271,75;3.974,25;72.951,75
14.01.2015 12:00;14.01.2015 13:00;96.592,00;23.917,75;577,50;19.226,00;4.114,25;72.674,25
14.01.2015 13:00;14.01.2015 14:00;95.439,00;22.324,75;576,50;18.233,00;3.515,25;73.114,25
14.01.2015 14:00;14.01.2015 15:00;92.968,00;19.497,25;574,25;16.471,50;2.451,50;73.470,75
14.01.2015 15:00;14.01.2015 16:00;90.172,00;16.707,50;572,75;15.094,50;1.040,25;73.464,50
14.01.2015 16:00;14.01.2015 17:00;90.240,00;15.221,00;568,00;14.490,00;163,00;75.019,00
14.01.2015 17:00;14.01.2015 18:00;92.098,00;14.885,25;562,50;14.321,75;1,00;77.212,75
14.01.2015 18:00;14.01.2015 19:00;91.600,00;15.150,50;563,25;14.587,25;0,00;76.449,50
14.01.2015 19:00;14.01.2015 20:00;90.489,00;15.452,00;572,50;14.879,50;0,00;75.037,00
14.01.2015 20:00;14.01.2015 21:00;86.917,00;15.712,25;587,50;15.124,75;0,00;71.204,75
14.01.2015 21:00;14.01.2015 22:00;84.088,00;16.036,75;609,50;15.427,25;0,00;68.051,25
14.01.2015 22:00;14.01.2015 23:00;81.119,00;16.360,50;624,25;15.736,25;0,00;64.758,50
14.01.2015 23:00;15.01.2015 00:00;77.582,00;16.627,75;589,50;16.038,25;0,00;60.954,25
15.01.2015 00:00;15.01.2015 01:00;70.852,00;16.246,00;605,25;15.640,75;0,00;54.606,00
15.01.2015 01:00;15.01.2015 02:00;68.604,00;15.595,50;616,75;14.978,75;0,00;53.008,50
15.01.2015 02:00;15.01.2015 03:00;68.710,00;15.889,75;619,75;15.270,00;0,00;52.820,25
15.01.2015 03:00;15.01.2015 04:00;68.674,00;16.684,00;615,00;16.069,00;0,00;51.990,00
15.01.2015 04:00;15.01.2015 05:00;70.125,00;17.915,00;611,75;17.303,25;0,00;52.210,00
15.01.2015 05:00;15.01.2015 06:00;74.708,00;19.693,75;615,50;19.078,25;0,00;55.014,25
15.01.2015 06:00;15.01.2015 07:00;82.700,00;21.501,75;598,00;20.903,75;0,00;61.198,25
15.01.2015 07:00;15.01.2015 08:00;89.545,00;23.198,25;583,50;22.613,50;1,25;66.346,75
15.01.2015 08:00;15.01.2015 09:00;93.030,00;24.809,00;590,00;24.085,25;133,75;68.221,00
15.01.2015 09:00;15.01.2015 10:00;93.959,00;26.652,50;593,75;25.240,25;818,50;67.306,50
15.01.2015 10:00;15.01.2015 11:00;95.429,00;28.537,75;616,50;26.086,00;1.835,25;66.891,25
15.01.2015 11:00;15.01.2015 12:00;96.262,00;29.899,00;639,50;26.666,75;2.592,75;66.363,00
15.01.2015 12:00;15.01.2015 13:00;96.281,00;30.608,00;635,50;26.988,50;2.984,00;65.673,00
15.01.2015 13:00;15.01.2015 14:00;95.445,00;30.582,75;637,50;27.021,50;2.923,75;64.862,25
15.01.2015 14:00;15.01.2015 15:00;93.669,00;29.671,75;639,25;26.780,50;2.252,00;63.997,25
15.01.2015 15:00;15.01.2015 16:00;91.624,00;28.002,00;638,25;26.294,00;1.069,75;63.622,00
15.01.2015 16:00;15.01.2015 17:00;90.719,00;26.697,50;635,25;25.871,50;190,75;64.021,50
15.01.2015 17:00;15.01.2015 18:00;91.721,00;26.178,25;629,25;25.547,50;1,50;65.542,75
15.01.2015 18:00;15.01.2015 19:00;91.352,00;25.665,75;633,00;25.032,75;0,00;65.686,25
15.01.2015 19:00;15.01.2015 20:00;90.075,00;24.958,25;636,00;24.322,25;0,00;65.116,75
15.01.2015 20:00;15.01.2015 21:00;86.182,00;24.203,00;637,25;23.565,75;0,00;61.979,00
15.01.2015 21:00;15.01.2015 22:00;81.834,00;23.493,75;636,00;22.857,75;0,00;58.340,25
15.01.2015 22:00;15.01.2015 23:00;78.567,00;22.755,50;620,50;22.135,00;0,00;55.811,50
15.01.2015 23:00;16.01.2015 00:00;73.658,00;22.126,50;593,50;21.533,00;0,00;51.531,50
16.01.2015 00:00;16.01.2015 01:00;68.218,00;22.024,50;549,75;21.474,75;0,00;46.193,50
16.01.2015 01:00;16.01.2015 02:00;66.177,00;22.435,00;531,50;21.903,50;0,00;43.742,00
16.01.2015 02:00;16.01.2015 03:00;65.090,00;21.695,75;539,25;21.156,50;0,00;43.394,25
16.01.2015 03:00;16.01.2015 04:00;64.714,00;20.761,00;571,25;20.189,75;0,00;43.953,00
16.01.2015 04:00;16.01.2015 05:00;65.421,00;19.740,50;592,50;19.148,00;0,00;45.680,50
16.01.2015 05:00;16.01.2015 06:00;69.619,00;18.857,25;606,00;18.251,25;0,00;50.761,75
16.01.2015 06:00;16.01.2015 07:00;78.149,00;17.827,00;605,50;17.221,50;0,00;60.322,00
16.01.2015 07:00;16.01.2015 08:00;85.884,00;16.625,75;623,50;15.996,25;6,00;69.258,25
16.01.2015 08:00;16.01.2015 09:00;89.364,00;15.625,25;634,00;14.676,00;315,25;73.738,75
16.01.2015 09:00;16.01.2015 10:00;90.580,00;15.793,50;634,75;13.334,75;1.824,00;74.786,50
16.01.2015 10:00;16.01.2015 11:00;91.964,00;16.508,25;633,50;11.993,50;3.881,25;75.455,75
16.01.2015 11:00;16.01.2015 12:00;92.483,00;16.497,00;629,50;10.657,75;5.209,75;75.986,00
16.01.2015 12:00;16.01.2015 13:00;91.853,00;15.293,25;621,50;9.287,25;5.384,50;76.559,75
16.01.2015 13:00;16.01.2015 14:00;89.419,00;13.004,75;612,00;7.867,50;4.525,25;76.414,25
16.01.2015 14:00;16.01.2015 15:00;86.714,00;10.255,00;587,75;6.651,25;3.016,00;76.459,00
16.01.2015 15:00;16.01.2015 16:00;82.796,00;7.397,50;554,50;5.557,25;1.285,75;75.398,50
16.01.2015 16:00;16.01.2015 17:00;81.691,00;5.370,25;486,75;4.675,75;207,75;76.320,75
16.01.2015 17:00;16.01.2015 18:00;82.324,00;4.720,75;405,75;4.314,25;0,75;77.603,25
16.01.2015 18:00;16.01.2015 19:00;83.480,00;4.605,50;342,75;4.262,75;0,00;78.874,50
16.01.2015 19:00;16.01.2015 20:00;83.496,00;4.511,75;317,75;4.194,00;0,00;78.984,25
16.01.2015 20:00;16.01.2015 21:00;81.008,00;4.390,50;320,75;4.069,75;0,00;76.617,50
16.01.2015 21:00;16.01.2015 22:00;75.488,00;4.308,75;333,00;3.975,75;0,00;71.179,25
16.01.2015 22:00;16.01.2015 23:00;72.930,00;4.241,00;360,25;3.880,75;0,00;68.689,00
16.01.2015 23:00;17.01.2015 00:00;68.536,00;4.192,25;416,00;3.776,25;0,00;64.343,75
17.01.2015 00:00;17.01.2015 01:00;67.934,00;7.012,00;458,50;6.553,50;0,00;60.922,00
17.01.2015 01:00;17.01.2015 02:00;65.378,00;7.696,75;489,75;7.207,00;0,00;57.681,25
17.01.2015 02:00;17.01.2015 03:00;63.900,00;7.698,50;492,50;7.206,00;0,00;56.201,50
17.01.2015 03:00;17.01.2015 04:00;63.136,00;7.772,00;485,25;7.286,75;0,00;55.364,00
17.01.2015 04:00;17.01.2015 05:00;62.558,00;7.926,50;477,50;7.449,00;0,00;54.631,50
17.01.2015 05:00;17.01.2015 06:00;62.837,00;8.042,00;479,25;7.562,75;0,00;54.795,00
17.01.2015 06:00;17.01.2015 07:00;65.613,00;8.247,25;489,00;7.758,25;0,00;57.365,75
17.01.2015 07:00;17.01.2015 08:00;68.883,00;8.505,75;502,25;8.003,00;0,50;60.377,25
17.01.2015 08:00;17.01.2015 09:00;73.418,00;8.990,00;512,25;8.349,00;128,75;64.428,00
17.01.2015 09:00;17.01.2015 10:00;77.194,00;10.414,75;521,00;8.775,25;1.118,50;66.779,25
17.01.2015 10:00;17.01.2015 11:00;80.433,00;12.275,50;534,00;8.959,25;2.782,25;68.157,50
17.01.2015 11:00;17.01.2015 12:00;82.567,00;13.516,25;549,00;8.799,75;4.167,50;69.050,75
17.01.2015 12:00;17.01.2015 13:00;83.348,00;14.131,50;561,75;8.686,25;4.883,50;69.216,50
17.01.2015 13:00;17.01.2015 14:00;82.016,00;13.842,25;572,00;8.567,75;4.702,50;68.173,75
17.01.2015 14:00;17.01.2015 15:00;79.132,00;12.598,00;578,50;8.428,00;3.591,50;66.534,00
17.01.2015 15:00;17.01.2015 16:00;76.508,00;10.687,25;585,00;8.381,00;1.721,25;65.820,75
17.01.2015 16:00;17.01.2015 17:00;75.862,00;9.312,00;589,00;8.433,00;290,00;66.550,00
17.01.2015 17:00;17.01.2015 18:00;79.499,00;9.274,00;587,75;8.684,75;1,50;70.225,00
17.01.2015 18:00;17.01.2015 19:00;82.655,00;9.718,50;589,75;9.128,75;0,00;72.936,50
17.01.2015 19:00;17.01.2015 20:00;81.392,00;10.238,50;588,50;9.650,00;0,00;71.153,50
17.01.2015 20:00;17.01.2015 21:00;77.787,00;10.731,50;580,00;10.151,50;0,00;67.055,50
17.01.2015 21:00;17.01.2015 22:00;74.364,00;11.163,25;565,25;10.598,00;0,00;63.200,75
17.01.2015 22:00;17.01.2015 23:00;73.577,00;11.435,75;555,25;10.880,50;0,00;62.141,25
17.01.2015 23:00;18.01.2015 00:00;70.136,00;11.540,00;541,25;10.998,75;0,00;58.596,00
18.01.2015 00:00;18.01.2015 01:00;64.195,00;9.089,00;536,00;8.553,00;0,00;55.106,00
18.01.2015 01:00;18.01.2015 02:00;62.537,00;8.361,75;529,00;7.832,75;0,00;54.175,25
18.01.2015 02:00;18.01.2015 03:00;61.094,00;8.530,00;527,75;8.002,25;0,00;52.564,00
18.01.2015 03:00;18.01.2015 04:00;60.695,00;8.671,75;522,25;8.149,50;0,00;52.023,25
18.01.2015 04:00;18.01.2015 05:00;60.625,00;8.741,00;505,00;8.236,00;0,00;51.884,00
18.01.2015 05:00;18.01.2015 06:00;60.496,00;8.707,50;493,25;8.214,25;0,00;51.788,50
18.01.2015 06:00;18.01.2015 07:00;59.948,00;8.572,00;469,75;8.102,25;0,00;51.376,00
18.01.2015 07:00;18.01.2015 08:00;61.865,00;8.352,00;432,75;7.918,25;1,00;53.513,00
18.01.2015 08:00;18.01.2015 09:00;65.551,00;8.333,00;386,50;7.612,25;334,25;57.218,00
18.01.2015 09:00;18.01.2015 10:00;70.880,00;9.767,25;343,00;7.179,75;2.244,50;61.112,75
18.01.2015 10:00;18.01.2015 11:00;75.879,00;11.776,50;305,50;6.691,50;4.779,50;64.102,50
18.01.2015 11:00;18.01.2015 12:00;80.109,00;13.096,50;261,50;6.141,50;6.693,50;67.012,50
18.01.2015 12:00;18.01.2015 13:00;80.215,00;13.128,50;244,75;5.555,25;7.328,50;67.086,50
18.01.2015 13:00;18.01.2015 14:00;77.491,00;11.914,00;216,25;4.882,75;6.815,00;65.577,00
18.01.2015 14:00;18.01.2015 15:00;73.036,00;9.543,25;174,00;4.303,75;5.065,50;63.492,75
18.01.2015 15:00;18.01.2015 16:00;68.507,00;6.540,25;132,75;3.858,50;2.549,00;61.966,75
18.01.2015 16:00;18.01.2015 17:00;67.684,00;4.176,75;102,50;3.628,25;446,00;63.507,25
18.01.2015 17:00;18.01.2015 18:00;70.540,00;3.757,25;86,25;3.666,25;4,75;66.782,75
18.01.2015 18:00;18.01.2015 19:00;72.387,00;3.908,00;78,00;3.830,00;0,00;68.479,00
18.01.2015 19:00;18.01.2015 20:00;71.916,00;4.038,25;69,75;3.968,50;0,00;67.877,75
18.01.2015 20:00;18.01.2015 21:00;70.211,00;3.968,00;59,75;3.908,25;0,00;66.243,00
18.01.2015 21:00;18.01.2015 22:00;68.405,00;3.805,00;49,50;3.755,50;0,00;64.600,00
18.01.2015 22:00;18.01.2015 23:00;67.381,00;3.581,25;40,25;3.541,00;0,00;63.799,75
18.01.2015 23:00;19.01.2015 00:00;64.773,00;3.270,50;25,50;3.245,00;0,00;61.502,50
19.01.2015 00:00;19.01.2015 01:00;63.041,00;2.818,50;18,25;2.800,25;0,00;60.222,50
19.01.2015 01:00;19.01.2015 02:00;61.199,00;2.832,25;17,50;2.814,75;0,00;58.366,75
19.01.2015 02:00;19.01.2015 03:00;59.761,00;2.572,50;19,50;2.553,00;0,00;57.188,50
19.01.2015 03:00;19.01.2015 04:00;59.425,00;2.370,25;22,00;2.348,25;0,00;57.054,75
19.01.2015 04:00;19.01.2015 05:00;61.617,00;2.199,50;21,50;2.178,00;0,00;59.417,50
19.01.2015 05:00;19.01.2015 06:00;66.183,00;2.075,75;16,50;2.059,25;0,00;64.107,25
19.01.2015 06:00;19.01.2015 07:00;73.488,00;2.034,50;12,50;2.022,00;0,00;71.453,50
19.01.2015 07:00;19.01.2015 08:00;81.553,00;2.085,25;11,50;2.071,50;2,25;79.467,75
19.01.2015 08:00;19.01.2015 09:00;84.419,00;2.488,00;13,25;2.154,00;320,75;81.931,00
19.01.2015 09:00;19.01.2015 10:00;87.695,00;4.339,50;14,25;2.169,75;2.155,50;83.355,50
19.01.2015 10:00;19.01.2015 11:00;90.000,00;6.493,25;13,75;1.961,75;4.517,75;83.506,75
19.01.2015 11:00;19.01.2015 12:00;91.158,00;7.829,75;12,75;1.571,75;6.245,25;83.328,25
19.01.2015 12:00;19.01.2015 13:00;91.235,00;8.142,25;10,25;1.302,25;6.829,75;83.092,75
19.01.2015 13:00;19.01.2015 14:00;90.198,00;7.351,50;11,00;1.170,50;6.170,00;82.846,50
19.01.2015 14:00;19.01.2015 15:00;87.050,00;5.578,75;14,00;1.161,25;4.403,50;81.471,25
19.01.2015 15:00;19.01.2015 16:00;84.038,00;3.399,25;17,00;1.326,75;2.055,50;80.638,75
19.01.2015 16:00;19.01.2015 17:00;83.550,00;2.026,25;21,25;1.654,00;351,00;81.523,75
19.01.2015 17:00;19.01.2015 18:00;86.539,00;1.892,50;25,00;1.865,00;2,50;84.646,50
19.01.2015 18:00;19.01.2015 19:00;87.417,00;2.028,00;27,75;2.000,25;0,00;85.389,00
19.01.2015 19:00;19.01.2015 20:00;85.618,00;2.064,00;30,00;2.034,00;0,00;83.554,00
19.01.2015 20:00;19.01.2015 21:00;81.554,00;2.028,00;32,50;1.995,50;0,00;79.526,00
19.01.2015 21:00;19.01.2015 22:00;77.775,00;1.955,75;37,75;1.918,00;0,00;75.819,25
19.01.2015 22:00;19.01.2015 23:00;74.508,00;1.777,00;35,00;1.742,00;0,00;72.731,00
19.01.2015 23:00;20.01.2015 00:00;70.119,00;1.638,50;33,00;1.605,50;0,00;68.480,50
20.01.2015 00:00;20.01.2015 01:00;66.528,00;1.456,25;25,75;1.430,50;0,00;65.071,75
20.01.2015 01:00;20.01.2015 02:00;64.412,00;1.207,75;24,25;1.183,50;0,00;63.204,25
20.01.2015 02:00;20.01.2015 03:00;63.203,00;1.153,25;20,75;1.132,50;0,00;62.049,75
20.01.2015 03:00;20.01.2015 04:00;63.085,00;1.103,75;18,75;1.085,00;0,00;61.981,25
20.01.2015 04:00;20.01.2015 05:00;64.619,00;1.057,25;18,50;1.038,75;0,00;63.561,75
20.01.2015 05:00;20.01.2015 06:00;68.250,00;1.083,25;23,25;1.060,00;0,00;67.166,75
20.01.2015 06:00;20.01.2015 07:00;75.065,00;1.135,25;22,00;1.113,25;0,00;73.929,75
20.01.2015 07:00;20.01.2015 08:00;82.912,00;1.138,75;22,50;1.114,25;2,00;81.773,25
20.01.2015 08:00;20.01.2015 09:00;86.548,00;1.286,50;25,00;1.116,25;145,25;85.261,50
20.01.2015 09:00;20.01.2015 10:00;87.262,00;2.068,25;26,50;1.151,00;890,75;85.193,75
20.01.2015 10:00;20.01.2015 11:00;88.967,00;3.332,00;29,25;1.166,50;2.136,25;85.635,00
20.01.2015 11:00;20.01.2015 12:00;89.651,00;4.359,50;28,00;1.171,50;3.160,00;85.291,50
20.01.2015 12:00;20.01.2015 13:00;89.426,00;4.795,75;30,75;1.153,25;3.611,75;84.630,25
20.01.2015 13:00;20.01.2015 14:00;88.345,00;4.575,00;34,75;1.118,75;3.421,50;83.770,00
20.01.2015 14:00;20.01.2015 15:00;86.289,00;3.604,25;36,50;1.017,25;2.550,50;82.684,75
20.01.2015 15:00;20.01.2015 16:00;83.556,00;2.181,75;39,00;929,75;1.213,00;81.374,25
20.01.2015 16:00;20.01.2015 17:00;82.223,00;1.200,75;34,00;916,00;250,75;81.022,25
20.01.2015 17:00;20.01.2015 18:00;85.884,00;1.019,75;36,25;978,25;5,25;84.864,25
20.01.2015 18:00;20.01.2015 19:00;87.200,00;1.154,00;39,00;1.115,00;0,00;86.046,00
20.01.2015 19:00;20.01.2015 20:00;85.738,00;1.279,00;48,50;1.230,50;0,00;84.459,00
20.01.2015 20:00;20.01.2015 21:00;82.027,00;1.375,00;65,75;1.309,25;0,00;80.652,00
20.01.2015 21:00;20.01.2015 22:00;77.143,00;1.458,75;86,00;1.372,75;0,00;75.684,25
20.01.2015 22:00;20.01.2015 23:00;75.060,00;1.483,75;88,75;1.395,00;0,00;73.576,25
20.01.2015 23:00;21.01.2015 00:00;71.587,00;1.487,50;86,25;1.401,25;0,00;70.099,50
21.01.2015 00:00;21.01.2015 01:00;67.582,00;1.396,00;89,25;1.306,75;0,00;66.186,00
21.01.2015 01:00;21.01.2015 02:00;65.577,00;1.630,50;94,50;1.536,00;0,00;63.946,50
21.01.2015 02:00;21.01.2015 03:00;65.062,00;1.606,50;94,50;1.512,00;0,00;63.455,50
21.01.2015 03:00;21.01.2015 04:00;65.040,00;1.623,00;86,25;1.536,75;0,00;63.417,00
21.01.2015 04:00;21.01.2015 05:00;65.813,00;1.592,75;57,75;1.535,00;0,00;64.220,25
21.01.2015 05:00;21.01.2015 06:00;68.692,00;1.590,50;48,50;1.542,00;0,00;67.101,50
21.01.2015 06:00;21.01.2015 07:00;76.333,00;1.609,50;43,50;1.566,00;0,00;74.723,50
21.01.2015 07:00;21.01.2015 08:00;82.876,00;1.671,25;43,50;1.619,75;8,00;81.204,75
21.01.2015 08:00;21.01.2015 09:00;87.301,00;2.160,75;51,00;1.729,50;380,25;85.140,25
21.01.2015 09:00;21.01.2015 10:00;89.866,00;4.412,00;59,25;1.886,75;2.466,00;85.454,00
21.01.2015 10:00;21.01.2015 11:00;91.885,00;7.436,25;66,50;1.895,50;5.474,25;84.448,75
21.01.2015 11:00;21.01.2015 12:00;92.951,00;9.867,00;68,25;1.818,00;7.980,75;83.084,00
21.01.2015 12:00;21.01.2015 13:00;93.323,00;10.899,75;61,75;1.684,25;9.153,75;82.423,25
21.01.2015 13:00;21.01.2015 14:00;92.273,00;10.308,00;51,75;1.572,00;8.684,25;81.965,00
21.01.2015 14:00;21.01.2015 15:00;88.817,00;8.326,00;46,50;1.608,25;6.671,25;80.491,00
21.01.2015 15:00;21.01.2015 16:00;85.472,00;5.547,25;50,25;1.837,25;3.659,75;79.924,75
21.01.2015 16:00;21.01.2015 17:00;84.255,00;3.402,50;68,25;2.291,50;1.042,75;80.852,50
21.01.2015 17:00;21.01.2015 18:00;87.944,00;3.087,00;89,00;2.946,50;51,50;84.857,00
21.01.2015 18:00;21.01.2015 19:00;88.583,00;3.674,50;105,00;3.569,50;0,00;84.908,50
21.01.2015 19:00;21.01.2015 20:00;87.773,00;4.146,00;117,25;4.028,75;0,00;83.627,00
21.01.2015 20:00;21.01.2015 21:00;83.458,00;4.331,75;129,50;4.202,25;0,00;79.126,25
21.01.2015 21:00;21.01.2015 22:00;79.783,00;4.327,50;132,25;4.195,25;0,00;75.455,50
21.01.2015 22:00;21.01.2015 23:00;77.093,00;4.284,50;123,75;4.160,75;0,00;72.808,50
21.01.2015 23:00;22.01.2015 00:00;72.702,00;4.225,75;125,75;4.100,00;0,00;68.476,25
22.01.2015 00:00;22.01.2015 01:00;70.060,00;4.575,50;106,25;4.469,25;0,00;65.484,50
22.01.2015 01:00;22.01.2015 02:00;67.557,00;4.672,00;88,50;4.583,50;0,00;62.885,00
22.01.2015 02:00;22.01.2015 03:00;66.366,00;4.548,50;73,75;4.474,75;0,00;61.817,50
22.01.2015 03:00;22.01.2015 04:00;66.299,00;4.387,00;70,25;4.316,75;0,00;61.912,00
22.01.2015 04:00;22.01.2015 05:00;67.156,00;4.244,00;78,00;4.166,00;0,00;62.912,00
22.01.2015 05:00;22.01.2015 06:00;69.913,00;4.278,00;81,50;4.196,50;0,00;65.635,00
22.01.2015 06:00;22.01.2015 07:00;76.673,00;4.338,25;84,00;4.254,25;0,00;72.334,75
22.01.2015 07:00;22.01.2015 08:00;84.506,00;4.425,50;84,00;4.336,25;5,25;80.080,50
22.01.2015 08:00;22.01.2015 09:00;88.919,00;4.676,75;81,00;4.383,75;212,00;84.242,25
22.01.2015 09:00;22.01.2015 10:00;90.064,00;5.668,00;74,25;4.392,50;1.201,25;84.396,00
22.01.2015 10:00;22.01.2015 11:00;91.512,00;6.987,00;63,25;4.284,50;2.639,25;84.525,00
22.01.2015 11:00;22.01.2015 12:00;92.263,00;7.775,50;53,25;3.997,00;3.725,25;84.487,50
22.01.2015 12:00;22.01.2015 13:00;91.332,00;7.845,50;53,75;3.684,50;4.107,25;83.486,50
22.01.2015 13:00;22.01.2015 14:00;90.086,00;7.201,75;44,25;3.389,25;3.768,25;82.884,25
22.01.2015 14:00;22.01.2015 15:00;87.744,00;5.981,75;36,75;3.229,25;2.715,75;81.762,25
22.01.2015 15:00;22.01.2015 16:00;85.316,00;4.550,75;32,25;3.178,50;1.340,00;80.765,25
22.01.2015 16:00;22.01.2015 17:00;84.558,00;3.517,00;27,50;3.200,25;289,25;81.041,00
22.01.2015 17:00;22.01.2015 18:00;87.312,00;3.252,50;27,00;3.217,00;8,50;84.059,50
22.01.2015 18:00;22.01.2015 19:00;87.038,00;3.231,00;27,25;3.203,75;0,00;83.807,00
22.01.2015 19:00;22.01.2015 20:00;86.268,00;3.132,00;25,75;3.106,25;0,00;83.136,00
22.01.2015 20:00;22.01.2015 21:00;81.727,00;2.942,25;23,25;2.919,00;0,00;78.784,75
